SectorCode,Sector,Region,regioncode,kpi,year,value
F,Construction,Al Hudud ash Shamaliyah,AHU,GDP,2028,3590.3642836380577
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Hudud ash Shamaliyah,AHU,GDP,2028,5274.687441768249
H,Transportation and storage,Al Hudud ash Shamaliyah,AHU,GDP,2028,1508.385240259892
I,Accommodation and food service activities,Al Hudud ash Shamaliyah,AHU,GDP,2028,1050.9007015553543
J,Information and communication,Al Hudud ash Shamaliyah,AHU,GDP,2028,1855.6035700463378
K,Financial and insurance activities,Al Hudud ash Shamaliyah,AHU,GDP,2028,2414.3018316541425
L,Real estate activities,Al Hudud ash Shamaliyah,AHU,GDP,2028,3678.5045310286905
M,"Professional, scientific and technical activities",Al Hudud ash Shamaliyah,AHU,GDP,2028,425.203627181927
N,Administrative and support service activities,Al Hudud ash Shamaliyah,AHU,GDP,2028,635.9927140019138
O,Public administration and defense; compulsory social security,Al Hudud ash Shamaliyah,AHU,GDP,2028,5335.25205240078
P,Education,Al Hudud ash Shamaliyah,AHU,GDP,2028,3319.682669990223
Q,Human health and social work activities,Al Hudud ash Shamaliyah,AHU,GDP,2028,2100.8544294541184
R,"Arts, entertainment and recreation",Al Hudud ash Shamaliyah,AHU,GDP,2028,137.41476117833133
S,Other service activities,Al Hudud ash Shamaliyah,AHU,GDP,2028,419.1779055206526
T,Activities of households,Al Hudud ash Shamaliyah,AHU,GDP,2028,0.0
A,"Agriculture, Forestry and Fishing",Al Hudud ash Shamaliyah,AHU,Productivity,2028,1.9246799911113546
B,Mining and quarrying,Al Hudud ash Shamaliyah,AHU,Productivity,2028,13.5408062518345
C,Manufacturing,Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.748072990646396
D,"Electricity, gas, steam and air conditioning supply",Al Hudud ash Shamaliyah,AHU,Productivity,2028,1.1063586471375992
E,"Water supply; sewerage, waste management and remediation activities",Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.22130421634099126
F,Construction,Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.4352984424385792
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.41381110645680264
H,Transportation and storage,Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.33193998538418457
I,Accommodation and food service activities,Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.3191709684195439
J,Information and Communication,Al Hudud ash Shamaliyah,AHU,Productivity,2028,1.2484581091720064
K,Financial and insurance activities,Al Hudud ash Shamaliyah,AHU,Productivity,2028,1.1998761071516733
L,Real estate activities,Al Hudud ash Shamaliyah,AHU,Productivity,2028,2.89739631907245
M,"Professional, scientific and technical activities",Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.22263521844268375
N,Administrative and support service activities,Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.27523667905152294
O,Public administration and defense; compulsory social security,Al Hudud ash Shamaliyah,AHU,Productivity,2028,5.5634810078727845
P,Education,Al Hudud ash Shamaliyah,AHU,Productivity,2028,1.7094256580605705
Q,Human health and social work activities,Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.9069641840660723
R,"Arts, entertainment and recreation",Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.6633796452520413
S,Other service activities,Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.5412583678093829
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.0
U,Activities of extraterritorial organizations and bodies,Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.0
V,Undefined,Al Hudud ash Shamaliyah,AHU,Productivity,2028,0.0
A,"Agriculture, Forestry and Fishing",Al Hudud ash Shamaliyah,AHU,Workforce,2028,6960.102102758716
B,Mining and quarrying,Al Hudud ash Shamaliyah,AHU,Workforce,2028,2229.8725923629117
C,Manufacturing,Al Hudud ash Shamaliyah,AHU,Workforce,2028,25929.275287650962
D,"Electricity, gas, steam and air conditioning supply",Al Hudud ash Shamaliyah,AHU,Workforce,2028,975.6796308330587
E,"Water supply; sewerage, waste management and remediation activities",Al Hudud ash Shamaliyah,AHU,Workforce,2028,1777.1979749968896
F,Construction,Al Hudud ash Shamaliyah,AHU,Workforce,2028,27769.679751190644
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Hudud ash Shamaliyah,AHU,Workforce,2028,37202.014075435145
H,Transportation and storage,Al Hudud ash Shamaliyah,AHU,Workforce,2028,8009.008536850256
I,Accommodation and food service activities,Al Hudud ash Shamaliyah,AHU,Workforce,2028,12827.745854270195
J,Information and Communication,Al Hudud ash Shamaliyah,AHU,Workforce,2028,3063.235281019989
K,Financial and insurance activities,Al Hudud ash Shamaliyah,AHU,Workforce,2028,2800.447630036919
L,Real estate activities,Al Hudud ash Shamaliyah,AHU,Workforce,2028,1688.2933746747108
M,"Professional, scientific and technical activities",Al Hudud ash Shamaliyah,AHU,Workforce,2028,5457.203529727279
N,Administrative and support service activities,Al Hudud ash Shamaliyah,AHU,Workforce,2028,8918.611234778284
O,Public administration and defense; compulsory social security,Al Hudud ash Shamaliyah,AHU,Workforce,2028,26302.52446560476
P,Education,Al Hudud ash Shamaliyah,AHU,Workforce,2028,18690.18635524443
Q,Human health and social work activities,Al Hudud ash Shamaliyah,AHU,Workforce,2028,12527.68824351362
R,"Arts, entertainment and recreation",Al Hudud ash Shamaliyah,AHU,Workforce,2028,845.4410227790255
S,Other service activities,Al Hudud ash Shamaliyah,AHU,Workforce,2028,5846.174638900523
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Hudud ash Shamaliyah,AHU,Workforce,2028,33134.956143756346
U,Activities of extraterritorial organizations and bodies,Al Hudud ash Shamaliyah,AHU,Workforce,2028,259.54124418496457
V,Undefined,Al Hudud ash Shamaliyah,AHU,Workforce,2028,2369.030945478484
A,"Agriculture, forestry and fishing",Al Hudud ash Shamaliyah,AHU,Investments,2028,10.468684356805424
B,Mining and Quarrying,Al Hudud ash Shamaliyah,AHU,Investments,2028,353.7729147220974
C,Manufacturing,Al Hudud ash Shamaliyah,AHU,Investments,2028,3534.9623416345985
D,"Electricity, gas, steam and air conditioning supplies",Al Hudud ash Shamaliyah,AHU,Investments,2028,256.86117677498567
E,"Water supply; sewerage, waste management and remediation activities",Al Hudud ash Shamaliyah,AHU,Investments,2028,139.3208686551556
F,Construction,Al Hudud ash Shamaliyah,AHU,Investments,2028,668.2839241242793
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Al Hudud ash Shamaliyah,AHU,Investments,2028,1441.3914540586484
H,Transportation and Storage,Al Hudud ash Shamaliyah,AHU,Investments,2028,1667.0435849252221
I,Accommodation and food services activities,Al Hudud ash Shamaliyah,AHU,Investments,2028,189.77189763836523
J,Information and Communication,Al Hudud ash Shamaliyah,AHU,Investments,2028,378.5050063408362
K,Financial and Insurance Activities,Al Hudud ash Shamaliyah,AHU,Investments,2028,1280.6825928821204
L,Real Estate Activities,Al Hudud ash Shamaliyah,AHU,Investments,2028,898.7133807083086
M,"Professional, Scientific and Technical Activities",Al Hudud ash Shamaliyah,AHU,Investments,2028,226.91768102846947
N,Administrative and Support Service Activities,Al Hudud ash Shamaliyah,AHU,Investments,2028,136.11759521434587
O,"Public administration, defense and compulsory social security",Al Hudud ash Shamaliyah,AHU,Investments,2028,0.5818648681727142
P,Education,Al Hudud ash Shamaliyah,AHU,Investments,2028,883762495.4947357
Q,Human Health and Social Work Activities,Al Hudud ash Shamaliyah,AHU,Investments,2028,883762544.0293628
R,"Arts, entertainment and recreation",Al Hudud ash Shamaliyah,AHU,Investments,2028,763155101.2364463
S,Other service activities,Al Hudud ash Shamaliyah,AHU,Investments,2028,120607400.93821643
A,"Agriculture, forestry and fishing",Al Jawf,AJA,GDP,2028,2401.0308304530095
B,Mining and quarrying,Al Jawf,AJA,GDP,2028,21892.662340174098
C,Manufacturing,Al Jawf,AJA,GDP,2028,13438.578215064346
D,"Electricity, gas, steam and air conditioning supply",Al Jawf,AJA,GDP,2028,911.0898070434745
E,"Water supply; sewerage, waste management and remediation activities",Al Jawf,AJA,GDP,2028,230.80767875455578
F,Construction,Al Jawf,AJA,GDP,2028,4977.550484134581
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Jawf,AJA,GDP,2028,7312.634862451437
H,Transportation and storage,Al Jawf,AJA,GDP,2028,2091.1704467239415
I,Accommodation and food service activities,Al Jawf,AJA,GDP,2028,1456.9305180653776
J,Information and communication,Al Jawf,AJA,GDP,2028,2572.5413130187867
K,Financial and insurance activities,Al Jawf,AJA,GDP,2028,3347.100266611425
L,Real estate activities,Al Jawf,AJA,GDP,2028,5099.744918017048
M,"Professional, scientific and technical activities",Al Jawf,AJA,GDP,2028,589.4868467749444
N,Administrative and support service activities,Al Jawf,AJA,GDP,2028,881.7171716844714
O,Public administration and defense; compulsory social security,Al Jawf,AJA,GDP,2028,7396.599436282899
P,Education,Al Jawf,AJA,GDP,2028,4602.287337940991
Q,Human health and social work activities,Al Jawf,AJA,GDP,2028,2912.548186288664
R,"Arts, entertainment and recreation",Al Jawf,AJA,GDP,2028,190.50682799723208
S,Other service activities,Al Jawf,AJA,GDP,2028,581.1330053809047
T,Activities of households,Al Jawf,AJA,GDP,2028,0.0
A,"Agriculture, Forestry and Fishing",Al Jawf,AJA,Productivity,2028,2.6683063513134693
B,Mining and quarrying,Al Jawf,AJA,Productivity,2028,18.77248139458874
C,Manufacturing,Al Jawf,AJA,Productivity,2028,1.0371011915779582
D,"Electricity, gas, steam and air conditioning supply",Al Jawf,AJA,Productivity,2028,1.5338153971680355
E,"Water supply; sewerage, waste management and remediation activities",Al Jawf,AJA,Productivity,2028,0.3068081181091015
F,Construction,Al Jawf,AJA,Productivity,2028,0.6034819315625757
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Jawf,AJA,Productivity,2028,0.5736926703151127
H,Transportation and storage,Al Jawf,AJA,Productivity,2028,0.46018952519171036
I,Accommodation and food service activities,Al Jawf,AJA,Productivity,2028,0.4424870243998223
J,Information and Communication,Al Jawf,AJA,Productivity,2028,1.7308169240793725
K,Financial and insurance activities,Al Jawf,AJA,Productivity,2028,1.663464603096638
L,Real estate activities,Al Jawf,AJA,Productivity,2028,4.016844896895897
M,"Professional, scientific and technical activities",Al Jawf,AJA,Productivity,2028,0.3086533710228116
N,Administrative and support service activities,Al Jawf,AJA,Productivity,2028,0.38157812323052054
O,Public administration and defense; compulsory social security,Al Jawf,AJA,Productivity,2028,7.713007760914543
P,Education,Al Jawf,AJA,Productivity,2028,2.3698855714021545
Q,Human health and social work activities,Al Jawf,AJA,Productivity,2028,1.2573821642734186
R,"Arts, entertainment and recreation",Al Jawf,AJA,Productivity,2028,0.9196854172812391
S,Other service activities,Al Jawf,AJA,Productivity,2028,0.7503809190084627
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Jawf,AJA,Productivity,2028,0.0
U,Activities of extraterritorial organizations and bodies,Al Jawf,AJA,Productivity,2028,0.0
V,Undefined,Al Jawf,AJA,Productivity,2028,0.0
A,"Agriculture, Forestry and Fishing",Al Jawf,AJA,Workforce,2028,9649.232460642766
B,Mining and quarrying,Al Jawf,AJA,Workforce,2028,3091.414275775855
C,Manufacturing,Al Jawf,AJA,Workforce,2028,35947.40437606157
D,"Electricity, gas, steam and air conditioning supply",Al Jawf,AJA,Workforce,2028,1352.6467609276497
E,"Water supply; sewerage, waste management and remediation activities",Al Jawf,AJA,Workforce,2028,2463.842647154779
F,Construction,Al Jawf,AJA,Workforce,2028,38498.87420051431
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Jawf,AJA,Workforce,2028,51575.51951367146
H,Transportation and storage,Al Jawf,AJA,Workforce,2028,11103.398198815128
I,Accommodation and food service activities,Al Jawf,AJA,Workforce,2028,17783.92038887459
J,Information and Communication,Al Jawf,AJA,Workforce,2028,4246.758003232258
K,Financial and insurance activities,Al Jawf,AJA,Workforce,2028,3882.4387598239105
L,Real estate activities,Al Jawf,AJA,Workforce,2028,2340.588542162667
M,"Professional, scientific and technical activities",Al Jawf,AJA,Workforce,2028,7565.668529849182
N,Administrative and support service activities,Al Jawf,AJA,Workforce,2028,12364.438302760804
O,Public administration and defense; compulsory social security,Al Jawf,AJA,Workforce,2028,36464.86346367933
P,Education,Al Jawf,AJA,Workforce,2028,25911.394719770688
Q,Human health and social work activities,Al Jawf,AJA,Workforce,2028,17367.931428507516
R,"Arts, entertainment and recreation",Al Jawf,AJA,Workforce,2028,1172.0886906709218
S,Other service activities,Al Jawf,AJA,Workforce,2028,8104.9239312029995
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Jawf,AJA,Workforce,2028,45937.098290207665
U,Activities of extraterritorial organizations and bodies,Al Jawf,AJA,Workforce,2028,359.81854307461003
V,Undefined,Al Jawf,AJA,Workforce,2028,3284.3383562315353
A,"Agriculture, forestry and fishing",Al Jawf,AJA,Investments,2028,14.513403312843883
B,Mining and Quarrying,Al Jawf,AJA,Investments,2028,490.45790450108973
C,Manufacturing,Al Jawf,AJA,Investments,2028,4900.743246357058
D,"Electricity, gas, steam and air conditioning supplies",Al Jawf,AJA,Investments,2028,356.1029950744119
E,"Water supply; sewerage, waste management and remediation activities",Al Jawf,AJA,Investments,2028,193.1493860901021
F,Construction,Al Jawf,AJA,Investments,2028,926.4845311722964
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Al Jawf,AJA,Investments,2028,1998.2926976722172
H,Transportation and Storage,Al Jawf,AJA,Investments,2028,2311.128606373604
I,Accommodation and food services activities,Al Jawf,AJA,Investments,2028,263.09285808955184
J,Information and Communication,Al Jawf,AJA,Investments,2028,524.7455769725229
K,Financial and Insurance Activities,Al Jawf,AJA,Investments,2028,1775.4917764956672
L,Real Estate Activities,Al Jawf,AJA,Investments,2028,1245.943550527428
M,"Professional, Scientific and Technical Activities",Al Jawf,AJA,Investments,2028,314.5904214258327
N,Administrative and Support Service Activities,Al Jawf,AJA,Investments,2028,188.70848427443406
O,"Public administration, defense and compulsory social security",Al Jawf,AJA,Investments,2028,0.806676294512172
P,Education,Al Jawf,AJA,Investments,2028,1225216186.9358838
Q,Human Health and Social Work Activities,Al Jawf,AJA,Investments,2028,1225216254.222526
R,"Arts, entertainment and recreation",Al Jawf,AJA,Investments,2028,1058010481.2596188
S,Other service activities,Al Jawf,AJA,Investments,2028,167205714.93707278
A,"Agriculture, forestry and fishing",Al Madinah al Munawwara,AMA,GDP,2028,6586.434299931207
B,Mining and quarrying,Al Madinah al Munawwara,AMA,GDP,2028,60055.28139217157
C,Manufacturing,Al Madinah al Munawwara,AMA,GDP,2028,36864.29652438417
D,"Electricity, gas, steam and air conditioning supply",Al Madinah al Munawwara,AMA,GDP,2028,2499.2736783378373
E,"Water supply; sewerage, waste management and remediation activities",Al Madinah al Munawwara,AMA,GDP,2028,633.1445613922787
F,Construction,Al Madinah al Munawwara,AMA,GDP,2028,13654.264169593222
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Madinah al Munawwara,AMA,GDP,2028,20059.79618005804
H,Transportation and storage,Al Madinah al Munawwara,AMA,GDP,2028,5736.434777352014
I,Accommodation and food service activities,Al Madinah al Munawwara,AMA,GDP,2028,3996.6072134908172
J,Information and communication,Al Madinah al Munawwara,AMA,GDP,2028,7056.916607297437
K,Financial and insurance activities,Al Madinah al Munawwara,AMA,GDP,2028,9181.663026442271
L,Real estate activities,Al Madinah al Munawwara,AMA,GDP,2028,13989.464201336385
M,"Professional, scientific and technical activities",Al Madinah al Munawwara,AMA,GDP,2028,1617.0622791312683
N,Administrative and support service activities,Al Madinah al Munawwara,AMA,GDP,2028,2418.699563855763
O,Public administration and defense; compulsory social security,Al Madinah al Munawwara,AMA,GDP,2028,20290.125229584784
P,Education,Al Madinah al Munawwara,AMA,GDP,2028,12624.853790417365
Q,Human health and social work activities,Al Madinah al Munawwara,AMA,GDP,2028,7989.613057469451
R,"Arts, entertainment and recreation",Al Madinah al Munawwara,AMA,GDP,2028,522.5925008448662
S,Other service activities,Al Madinah al Munawwara,AMA,GDP,2028,1594.146277055815
T,Activities of households,Al Madinah al Munawwara,AMA,GDP,2028,0.0
A,"Agriculture, Forestry and Fishing",Al Madinah al Munawwara,AMA,Productivity,2028,7.319616329832576
B,Mining and quarrying,Al Madinah al Munawwara,AMA,Productivity,2028,51.49609650318879
C,Manufacturing,Al Madinah al Munawwara,AMA,Productivity,2028,2.8449442523067487
D,"Electricity, gas, steam and air conditioning supply",Al Madinah al Munawwara,AMA,Productivity,2028,4.207515461083901
E,"Water supply; sewerage, waste management and remediation activities",Al Madinah al Munawwara,AMA,Productivity,2028,0.8416266409331637
F,Construction,Al Madinah al Munawwara,AMA,Productivity,2028,1.6554531674558088
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Madinah al Munawwara,AMA,Productivity,2028,1.5737361775857193
H,Transportation and storage,Al Madinah al Munawwara,AMA,Productivity,2028,1.2623778232034897
I,Accommodation and food service activities,Al Madinah al Munawwara,AMA,Productivity,2028,1.2138168647470535
J,Information and Communication,Al Madinah al Munawwara,AMA,Productivity,2028,4.747924021245055
K,Financial and insurance activities,Al Madinah al Munawwara,AMA,Productivity,2028,4.563165195379848
L,Real estate activities,Al Madinah al Munawwara,AMA,Productivity,2028,11.018886001320986
M,"Professional, scientific and technical activities",Al Madinah al Munawwara,AMA,Productivity,2028,0.8466884822592974
N,Administrative and support service activities,Al Madinah al Munawwara,AMA,Productivity,2028,1.0467334309383678
O,Public administration and defense; compulsory social security,Al Madinah al Munawwara,AMA,Productivity,2028,21.158086863273773
P,Education,Al Madinah al Munawwara,AMA,Productivity,2028,6.500997578381867
Q,Human health and social work activities,Al Madinah al Munawwara,AMA,Productivity,2028,3.4492122757664263
R,"Arts, entertainment and recreation",Al Madinah al Munawwara,AMA,Productivity,2028,2.5228528933070056
S,Other service activities,Al Madinah al Munawwara,AMA,Productivity,2028,2.0584219745478047
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Madinah al Munawwara,AMA,Productivity,2028,0.0
U,Activities of extraterritorial organizations and bodies,Al Madinah al Munawwara,AMA,Productivity,2028,0.0
V,Undefined,Al Madinah al Munawwara,AMA,Productivity,2028,0.0
A,"Agriculture, Forestry and Fishing",Al Madinah al Munawwara,AMA,Workforce,2028,26469.479208976332
B,Mining and quarrying,Al Madinah al Munawwara,AMA,Workforce,2028,8480.273040652892
C,Manufacturing,Al Madinah al Munawwara,AMA,Workforce,2028,98609.81965455141
D,"Electricity, gas, steam and air conditioning supply",Al Madinah al Munawwara,AMA,Workforce,2028,3710.5392021075418
E,"Water supply; sewerage, waste management and remediation activities",Al Madinah al Munawwara,AMA,Workforce,2028,6758.737753397263
F,Construction,Al Madinah al Munawwara,AMA,Workforce,2028,105608.93359922504
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Madinah al Munawwara,AMA,Workforce,2028,141480.38686263975
H,Transportation and storage,Al Madinah al Munawwara,AMA,Workforce,2028,30458.502162869914
I,Accommodation and food service activities,Al Madinah al Munawwara,AMA,Workforce,2028,48784.3062033609
J,Information and Communication,Al Madinah al Munawwara,AMA,Workforce,2028,11649.576599030566
K,Financial and insurance activities,Al Madinah al Munawwara,AMA,Workforce,2028,10650.187199079799
L,Real estate activities,Al Madinah al Munawwara,AMA,Workforce,2028,6420.630864293219
M,"Professional, scientific and technical activities",Al Madinah al Munawwara,AMA,Workforce,2028,20753.910393356775
N,Administrative and support service activities,Al Madinah al Munawwara,AMA,Workforce,2028,33917.748786808326
O,Public administration and defense; compulsory social security,Al Madinah al Munawwara,AMA,Workforce,2028,100029.29758889085
P,Education,Al Madinah al Munawwara,AMA,Workforce,2028,71079.34507827807
Q,Human health and social work activities,Al Madinah al Munawwara,AMA,Workforce,2028,47643.17801699877
R,"Arts, entertainment and recreation",Al Madinah al Munawwara,AMA,Workforce,2028,3215.2378290535667
S,Other service activities,Al Madinah al Munawwara,AMA,Workforce,2028,22233.179308545932
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Madinah al Munawwara,AMA,Workforce,2028,126013.24230428551
U,Activities of extraterritorial organizations and bodies,Al Madinah al Munawwara,AMA,Workforce,2028,987.0432165216077
V,Undefined,Al Madinah al Munawwara,AMA,Workforce,2028,9009.496474471207
A,"Agriculture, forestry and fishing",Al Madinah al Munawwara,AMA,Investments,2028,39.81272384179032
B,Mining and Quarrying,Al Madinah al Munawwara,AMA,Investments,2028,1345.409115079492
C,Manufacturing,Al Madinah al Munawwara,AMA,Investments,2028,13443.568905307338
D,"Electricity, gas, steam and air conditioning supplies",Al Madinah al Munawwara,AMA,Investments,2028,976.850838947294
E,"Water supply; sewerage, waste management and remediation activities",Al Madinah al Munawwara,AMA,Investments,2028,529.8414853400615
F,Construction,Al Madinah al Munawwara,AMA,Investments,2028,2541.504014472638
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Al Madinah al Munawwara,AMA,Investments,2028,5481.655378313952
H,Transportation and Storage,Al Madinah al Munawwara,AMA,Investments,2028,6339.8172699428915
I,Accommodation and food services activities,Al Madinah al Munawwara,AMA,Investments,2028,721.708277382268
J,Information and Communication,Al Madinah al Munawwara,AMA,Investments,2028,1439.466008962877
K,Financial and Insurance Activities,Al Madinah al Munawwara,AMA,Investments,2028,4870.474709294126
L,Real Estate Activities,Al Madinah al Munawwara,AMA,Investments,2028,3417.8342205725075
M,"Professional, Scientific and Technical Activities",Al Madinah al Munawwara,AMA,Investments,2028,862.9748172446341
N,Administrative and Support Service Activities,Al Madinah al Munawwara,AMA,Investments,2028,517.65933937577
O,"Public administration, defense and compulsory social security",Al Madinah al Munawwara,AMA,Investments,2028,2.2128497259295647
P,Education,Al Madinah al Munawwara,AMA,Investments,2028,3360975551.048162
Q,Human Health and Social Work Activities,Al Madinah al Munawwara,AMA,Investments,2028,3360975735.62682
R,"Arts, entertainment and recreation",Al Madinah al Munawwara,AMA,Investments,2028,2902301975.9143643
S,Other service activities,Al Madinah al Munawwara,AMA,Investments,2028,458673600.5377625
A,"Agriculture, forestry and fishing",Al Qasim,AQA,GDP,2028,5589.284884005367
B,Mining and quarrying,Al Qasim,AQA,GDP,2028,50963.2467590938
C,Manufacturing,Al Qasim,AQA,GDP,2028,31283.247648182576
D,"Electricity, gas, steam and air conditioning supply",Al Qasim,AQA,GDP,2028,2120.8975836093996
E,"Water supply; sewerage, waste management and remediation activities",Al Qasim,AQA,GDP,2028,537.290006281097
F,Construction,Al Qasim,AQA,GDP,2028,11587.084733559188
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Qasim,AQA,GDP,2028,17022.854925706622
H,Transportation and storage,Al Qasim,AQA,GDP,2028,4867.970548111471
I,Accommodation and food service activities,Al Qasim,AQA,GDP,2028,3391.5431732013712
J,Information and communication,Al Qasim,AQA,GDP,2028,5988.538794240454
K,Financial and insurance activities,Al Qasim,AQA,GDP,2028,7791.610456702007
L,Real estate activities,Al Qasim,AQA,GDP,2028,11871.537350138047
M,"Professional, scientific and technical activities",Al Qasim,AQA,GDP,2028,1372.2480695416737
N,Administrative and support service activities,Al Qasim,AQA,GDP,2028,2052.52194064254
O,Public administration and defense; compulsory social security,Al Qasim,AQA,GDP,2028,17218.31344183888
P,Education,Al Qasim,AQA,GDP,2028,10713.521344059358
Q,Human health and social work activities,Al Qasim,AQA,GDP,2028,6780.030204147382
R,"Arts, entertainment and recreation",Al Qasim,AQA,GDP,2028,443.4749110755239
S,Other service activities,Al Qasim,AQA,GDP,2028,1352.801422362106
T,Activities of households,Al Qasim,AQA,GDP,2028,0.0
A,"Agriculture, Forestry and Fishing",Al Qasim,AQA,Productivity,2028,6.211467244041191
B,Mining and quarrying,Al Qasim,AQA,Productivity,2028,43.69987472182953
C,Manufacturing,Al Qasim,AQA,Productivity,2028,2.41423556072246
D,"Electricity, gas, steam and air conditioning supply",Al Qasim,AQA,Productivity,2028,3.5705210884895253
E,"Water supply; sewerage, waste management and remediation activities",Al Qasim,AQA,Productivity,2028,0.7142090618277446
F,Construction,Al Qasim,AQA,Productivity,2028,1.4048267915063237
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Qasim,AQA,Productivity,2028,1.3354812981105906
H,Transportation and storage,Al Qasim,AQA,Productivity,2028,1.0712608619216866
I,Accommodation and food service activities,Al Qasim,AQA,Productivity,2028,1.030051761717619
J,Information and Communication,Al Qasim,AQA,Productivity,2028,4.029114806873293
K,Financial and insurance activities,Al Qasim,AQA,Productivity,2028,3.872327436716764
L,Real estate activities,Al Qasim,AQA,Productivity,2028,9.350688120642907
M,"Professional, scientific and technical activities",Al Qasim,AQA,Productivity,2028,0.7185045686104794
N,Administrative and support service activities,Al Qasim,AQA,Productivity,2028,0.8882638278480969
O,Public administration and defense; compulsory social security,Al Qasim,AQA,Productivity,2028,17.954870525407625
P,Education,Al Qasim,AQA,Productivity,2028,5.516782805559114
Q,Human health and social work activities,Al Qasim,AQA,Productivity,2028,2.9270207758495967
R,"Arts, entertainment and recreation",Al Qasim,AQA,Productivity,2028,2.14090703694977
S,Other service activities,Al Qasim,AQA,Productivity,2028,1.7467883688393722
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Qasim,AQA,Productivity,2028,0.0
U,Activities of extraterritorial organizations and bodies,Al Qasim,AQA,Productivity,2028,0.0
V,Undefined,Al Qasim,AQA,Productivity,2028,0.0
A,"Agriculture, Forestry and Fishing",Al Qasim,AQA,Workforce,2028,22462.147695266765
B,Mining and quarrying,Al Qasim,AQA,Workforce,2028,7196.4070026257605
C,Manufacturing,Al Qasim,AQA,Workforce,2028,83680.84297378267
D,"Electricity, gas, steam and air conditioning supply",Al Qasim,AQA,Workforce,2028,3148.7842631430535
E,"Water supply; sewerage, waste management and remediation activities",Al Qasim,AQA,Workforce,2028,5735.50255567178
F,Construction,Al Qasim,AQA,Workforce,2028,89620.33010611527
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Qasim,AQA,Workforce,2028,120061.04542526798
H,Transportation and storage,Al Qasim,AQA,Workforce,2028,25847.25482347128
I,Accommodation and food service activities,Al Qasim,AQA,Workforce,2028,41398.634347871994
J,Information and Communication,Al Qasim,AQA,Workforce,2028,9885.89567965542
K,Financial and insurance activities,Al Qasim,AQA,Workforce,2028,9037.808260573693
L,Real estate activities,Al Qasim,AQA,Workforce,2028,5448.58316372293
M,"Professional, scientific and technical activities",Al Qasim,AQA,Workforce,2028,17611.88411866531
N,Administrative and support service activities,Al Qasim,AQA,Workforce,2028,28782.790803148102
O,Public administration and defense; compulsory social security,Al Qasim,AQA,Workforce,2028,84885.41986626992
P,Education,Al Qasim,AQA,Workforce,2028,60318.32869192521
Q,Human health and social work activities,Al Qasim,AQA,Workforce,2028,40430.26660406669
R,"Arts, entertainment and recreation",Al Qasim,AQA,Workforce,2028,2728.4687553323097
S,Other service activities,Al Qasim,AQA,Workforce,2028,18867.199970997146
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Qasim,AQA,Workforce,2028,106935.54028212275
U,Activities of extraterritorial organizations and bodies,Al Qasim,AQA,Workforce,2028,837.6103789605675
V,Undefined,Al Qasim,AQA,Workforce,2028,7645.508960407837
A,"Agriculture, forestry and fishing",Al Qasim,AQA,Investments,2028,33.78529951514477
B,Mining and Quarrying,Al Qasim,AQA,Investments,2028,1141.7216793304055
C,Manufacturing,Al Qasim,AQA,Investments,2028,11408.287557093478
D,"Electricity, gas, steam and air conditioning supplies",Al Qasim,AQA,Investments,2028,828.9610705010901
E,"Water supply; sewerage, waste management and remediation activities",Al Qasim,AQA,Investments,2028,449.62643975072945
