SectorCode,Sector,Region,regioncode,kpi,year,value
F,Construction,Al Qasim,AQA,Investments,2028,2156.7344824010834
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Al Qasim,AQA,Investments,2028,4651.763329007456
H,Transportation and Storage,Al Qasim,AQA,Investments,2028,5380.004296804127
I,Accommodation and food services activities,Al Qasim,AQA,Investments,2028,612.4456696510879
J,Information and Communication,Al Qasim,AQA,Investments,2028,1221.5388840999715
K,Financial and Insurance Activities,Al Qasim,AQA,Investments,2028,4133.112004301389
L,Real Estate Activities,Al Qasim,AQA,Investments,2028,2900.3931831949963
M,"Professional, Scientific and Technical Activities",Al Qasim,AQA,Investments,2028,732.3252433191516
N,Administrative and Support Service Activities,Al Qasim,AQA,Investments,2028,439.28860273720716
O,"Public administration, defense and compulsory social security",Al Qasim,AQA,Investments,2028,1.8778366200119414
P,Education,Al Qasim,AQA,Investments,2028,2852142599.0966473
Q,Human Health and Social Work Activities,Al Qasim,AQA,Investments,2028,2852142755.731126
R,"Arts, entertainment and recreation",Al Qasim,AQA,Investments,2028,2462909644.8994403
S,Other service activities,Al Qasim,AQA,Investments,2028,389232975.75515306
A,"Agriculture, forestry and fishing",Ar Riyad,ARI,GDP,2028,32905.930725552724
B,Mining and quarrying,Ar Riyad,ARI,GDP,2028,300037.1428915663
C,Manufacturing,Ar Riyad,ARI,GDP,2028,184174.61291465236
D,"Electricity, gas, steam and air conditioning supply",Ar Riyad,ARI,GDP,2028,12486.411126038436
E,"Water supply; sewerage, waste management and remediation activities",Ar Riyad,ARI,GDP,2028,3163.200318668994
F,Construction,Ar Riyad,ARI,GDP,2028,68216.9213891231
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Ar Riyad,ARI,GDP,2028,100219.06139359673
H,Transportation and storage,Ar Riyad,ARI,GDP,2028,28659.31956493795
I,Accommodation and food service activities,Ar Riyad,ARI,GDP,2028,19967.113329551732
J,Information and communication,Ar Riyad,ARI,GDP,2028,35256.46783088042
K,Financial and insurance activities,Ar Riyad,ARI,GDP,2028,45871.73480142871
L,Real estate activities,Ar Riyad,ARI,GDP,2028,69891.58608954512
M,"Professional, scientific and technical activities",Ar Riyad,ARI,GDP,2028,8078.868916456614
N,Administrative and support service activities,Ar Riyad,ARI,GDP,2028,12083.861566036361
O,Public administration and defense; compulsory social security,Ar Riyad,ARI,GDP,2028,101369.7889956148
P,Education,Ar Riyad,ARI,GDP,2028,63073.97072981424
Q,Human health and social work activities,Ar Riyad,ARI,GDP,2028,39916.23415962825
R,"Arts, entertainment and recreation",Ar Riyad,ARI,GDP,2028,2610.8804623882957
S,Other service activities,Ar Riyad,ARI,GDP,2028,7964.380204892399
T,Activities of households,Ar Riyad,ARI,GDP,2028,0.0
A,"Agriculture, Forestry and Fishing",Ar Riyad,ARI,Productivity,2028,36.56891983111574
B,Mining and quarrying,Ar Riyad,ARI,Productivity,2028,257.27531878485553
C,Manufacturing,Ar Riyad,ARI,Productivity,2028,14.213386822281526
D,"Electricity, gas, steam and air conditioning supply",Ar Riyad,ARI,Productivity,2028,21.020814295614386
E,"Water supply; sewerage, waste management and remediation activities",Ar Riyad,ARI,Productivity,2028,4.2047801104788345
F,Construction,Ar Riyad,ARI,Productivity,2028,8.270670406333005
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Ar Riyad,ARI,Productivity,2028,7.862411022679251
H,Transportation and storage,Ar Riyad,ARI,Productivity,2028,6.306859722299507
I,Accommodation and food service activities,Ar Riyad,ARI,Productivity,2028,6.064248399971334
J,Information and Communication,Ar Riyad,ARI,Productivity,2028,23.720704074268124
K,Financial and insurance activities,Ar Riyad,ARI,Productivity,2028,22.797646035881794
L,Real estate activities,Ar Riyad,ARI,Productivity,2028,55.05053006237655
M,"Professional, scientific and technical activities",Ar Riyad,ARI,Productivity,2028,4.2300691504109915
N,Administrative and support service activities,Ar Riyad,ARI,Productivity,2028,5.229496901978936
O,Public administration and defense; compulsory social security,Ar Riyad,ARI,Productivity,2028,105.70613914958292
P,Education,Ar Riyad,ARI,Productivity,2028,32.47908750315084
Q,Human health and social work activities,Ar Riyad,ARI,Productivity,2028,17.232319497255375
R,"Arts, entertainment and recreation",Ar Riyad,ARI,Productivity,2028,12.604213259788786
S,Other service activities,Ar Riyad,ARI,Productivity,2028,10.283908988378277
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Ar Riyad,ARI,Productivity,2028,0.0
U,Activities of extraterritorial organizations and bodies,Ar Riyad,ARI,Productivity,2028,0.0
V,Undefined,Ar Riyad,ARI,Productivity,2028,0.0
A,"Agriculture, Forestry and Fishing",Ar Riyad,ARI,Workforce,2028,132241.93995241562
B,Mining and quarrying,Ar Riyad,ARI,Workforce,2028,42367.579254895325
C,Manufacturing,Ar Riyad,ARI,Workforce,2028,492656.23046536837
D,"Electricity, gas, steam and air conditioning supply",Ar Riyad,ARI,Workforce,2028,18537.912985828116
E,"Water supply; sewerage, waste management and remediation activities",Ar Riyad,ARI,Workforce,2028,33766.76152494091
F,Construction,Ar Riyad,ARI,Workforce,2028,527623.9152726224
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Ar Riyad,ARI,Workforce,2028,706838.2674332678
H,Transportation and storage,Ar Riyad,ARI,Workforce,2028,152171.16220015488
I,Accommodation and food service activities,Ar Riyad,ARI,Workforce,2028,243727.17123113375
J,Information and Communication,Ar Riyad,ARI,Workforce,2028,58201.47033937979
K,Financial and insurance activities,Ar Riyad,ARI,Workforce,2028,53208.50497070146
L,Real estate activities,Ar Riyad,ARI,Workforce,2028,32077.574118819506
M,"Professional, scientific and technical activities",Ar Riyad,ARI,Workforce,2028,103686.8670648183
N,Administrative and support service activities,Ar Riyad,ARI,Workforce,2028,169453.6134607874
O,Public administration and defense; compulsory social security,Ar Riyad,ARI,Workforce,2028,499747.96484649053
P,Education,Ar Riyad,ARI,Workforce,2028,355113.5407496442
Q,Human health and social work activities,Ar Riyad,ARI,Workforce,2028,238026.0766267588
R,"Arts, entertainment and recreation",Ar Riyad,ARI,Workforce,2028,16063.379432801486
S,Other service activities,Ar Riyad,ARI,Workforce,2028,111077.31813910995
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Ar Riyad,ARI,Workforce,2028,629564.1667313705
U,Activities of extraterritorial organizations and bodies,Ar Riyad,ARI,Workforce,2028,4931.283639514328
V,Undefined,Ar Riyad,ARI,Workforce,2028,45011.58796409121
A,"Agriculture, forestry and fishing",Ar Riyad,ARI,Investments,2028,198.90500277930306
B,Mining and Quarrying,Ar Riyad,ARI,Investments,2028,6721.685379719852
C,Manufacturing,Ar Riyad,ARI,Investments,2028,67164.28449105739
D,"Electricity, gas, steam and air conditioning supplies",Ar Riyad,ARI,Investments,2028,4880.3623587247275
E,"Water supply; sewerage, waste management and remediation activities",Ar Riyad,ARI,Investments,2028,2647.0965044479567
F,Construction,Ar Riyad,ARI,Investments,2028,12697.394558361308
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Ar Riyad,ARI,Investments,2028,27386.43762711432
H,Transportation and Storage,Ar Riyad,ARI,Investments,2028,31673.828113579224
I,Accommodation and food services activities,Ar Riyad,ARI,Investments,2028,3605.6660551289397
J,Information and Communication,Ar Riyad,ARI,Investments,2028,7191.5951204758885
K,Financial and Insurance Activities,Ar Riyad,ARI,Investments,2028,24332.969264760293
L,Real Estate Activities,Ar Riyad,ARI,Investments,2028,17075.554233457868
M,"Professional, Scientific and Technical Activities",Ar Riyad,ARI,Investments,2028,4311.435939540921
N,Administrative and Support Service Activities,Ar Riyad,ARI,Investments,2028,2586.2343090725717
O,"Public administration, defense and compulsory social security",Ar Riyad,ARI,Investments,2028,11.055432495281572
P,Education,Ar Riyad,ARI,Investments,2028,16791487414.39998
Q,Human Health and Social Work Activities,Ar Riyad,ARI,Investments,2028,16791488336.557898
R,"Arts, entertainment and recreation",Ar Riyad,ARI,Investments,2028,14499946923.492481
S,Other service activities,Ar Riyad,ARI,Investments,2028,2291540617.8261123
A,"Agriculture, forestry and fishing",Ash Shargiyah,ASH,GDP,2028,18840.875806177715
B,Mining and quarrying,Ash Shargiyah,ASH,GDP,2028,171791.60175131148
C,Manufacturing,Ash Shargiyah,ASH,GDP,2028,105452.44981875629
D,"Electricity, gas, steam and air conditioning supply",Ash Shargiyah,ASH,GDP,2028,7149.316737237317
E,"Water supply; sewerage, waste management and remediation activities",Ash Shargiyah,ASH,GDP,2028,1811.1465939428529
F,Construction,Ash Shargiyah,ASH,GDP,2028,39058.81144927463
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Ash Shargiyah,ASH,GDP,2028,57382.20580590307
H,Transportation and storage,Ash Shargiyah,ASH,GDP,2028,16409.403068281856
I,Accommodation and food service activities,Ash Shargiyah,ASH,GDP,2028,11432.525813890066
J,Information and communication,Ash Shargiyah,ASH,GDP,2028,20186.717625655612
K,Financial and insurance activities,Ash Shargiyah,ASH,GDP,2028,26264.67750193446
L,Real estate activities,Ash Shargiyah,ASH,GDP,2028,40017.670504221205
M,"Professional, scientific and technical activities",Ash Shargiyah,ASH,GDP,2028,4625.700065403388
N,Administrative and support service activities,Ash Shargiyah,ASH,GDP,2028,6918.829828081424
O,Public administration and defense; compulsory social security,Ash Shargiyah,ASH,GDP,2028,58041.07535793574
P,Education,Ash Shargiyah,ASH,GDP,2028,36114.12359171182
Q,Human health and social work activities,Ash Shargiyah,ASH,GDP,2028,22854.749702243287
R,"Arts, entertainment and recreation",Ash Shargiyah,ASH,GDP,2028,1494.9060382733621
S,Other service activities,Ash Shargiyah,ASH,GDP,2028,4560.147517633765
T,Activities of households,Ash Shargiyah,ASH,GDP,2028,0.0
A,"Agriculture, Forestry and Fishing",Ash Shargiyah,ASH,Productivity,2028,20.938185357847768
B,Mining and quarrying,Ash Shargiyah,ASH,Productivity,2028,147.3075589214723
C,Manufacturing,Ash Shargiyah,ASH,Productivity,2028,8.13812738309261
D,"Electricity, gas, steam and air conditioning supply",Ash Shargiyah,ASH,Productivity,2028,12.035841040072672
E,"Water supply; sewerage, waste management and remediation activities",Ash Shargiyah,ASH,Productivity,2028,2.407521626255026
F,Construction,Ash Shargiyah,ASH,Productivity,2028,4.735519419256058
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Ash Shargiyah,ASH,Productivity,2028,4.501763249030065
H,Transportation and storage,Ash Shargiyah,ASH,Productivity,2028,3.611104689482492
I,Accommodation and food service activities,Ash Shargiyah,ASH,Productivity,2028,3.4721932625035232
J,Information and Communication,Ash Shargiyah,ASH,Productivity,2028,13.581710945234859
K,Financial and insurance activities,Ash Shargiyah,ASH,Productivity,2028,13.053197650528807
L,Real estate activities,Ash Shargiyah,ASH,Productivity,2028,31.520159955969987
M,"Professional, scientific and technical activities",Ash Shargiyah,ASH,Productivity,2028,2.4220013157855598
N,Administrative and support service activities,Ash Shargiyah,ASH,Productivity,2028,2.9942414478635375
O,Public administration and defense; compulsory social security,Ash Shargiyah,ASH,Productivity,2028,60.52392975231302
P,Education,Ash Shargiyah,ASH,Productivity,2028,18.596479128598325
Q,Human health and social work activities,Ash Shargiyah,ASH,Productivity,2028,9.866670972112725
R,"Arts, entertainment and recreation",Ash Shargiyah,ASH,Productivity,2028,7.21676644380251
S,Other service activities,Ash Shargiyah,ASH,Productivity,2028,5.8882349710172255
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Ash Shargiyah,ASH,Productivity,2028,0.0
U,Activities of extraterritorial organizations and bodies,Ash Shargiyah,ASH,Productivity,2028,0.0
V,Undefined,Ash Shargiyah,ASH,Productivity,2028,0.0
A,"Agriculture, Forestry and Fishing",Ash Shargiyah,ASH,Workforce,2028,75717.47439061756
B,Mining and quarrying,Ash Shargiyah,ASH,Workforce,2028,24258.310929038948
C,Manufacturing,Ash Shargiyah,ASH,Workforce,2028,282079.0857050514
D,"Electricity, gas, steam and air conditioning supply",Ash Shargiyah,ASH,Workforce,2028,10614.211741486912
E,"Water supply; sewerage, waste management and remediation activities",Ash Shargiyah,ASH,Workforce,2028,19333.759788602525
F,Construction,Ash Shargiyah,ASH,Workforce,2028,302100.455475074
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Ash Shargiyah,ASH,Workforce,2028,404712.8197903399
H,Transportation and storage,Ash Shargiyah,ASH,Workforce,2028,87128.3049917952
I,Accommodation and food service activities,Ash Shargiyah,ASH,Workforce,2028,139550.3261116061
J,Information and Communication,Ash Shargiyah,ASH,Workforce,2028,33324.28684503564
K,Financial and insurance activities,Ash Shargiyah,ASH,Workforce,2028,30465.475732825875
L,Real estate activities,Ash Shargiyah,ASH,Workforce,2028,18366.585500249126
M,"Professional, scientific and technical activities",Ash Shargiyah,ASH,Workforce,2028,59367.75961127555
N,Administrative and support service activities,Ash Shargiyah,ASH,Workforce,2028,97023.67979652739
O,Public administration and defense; compulsory social security,Ash Shargiyah,ASH,Workforce,2028,286139.5843379427
P,Education,Ash Shargiyah,ASH,Workforce,2028,203326.57277371973
Q,Human health and social work activities,Ash Shargiyah,ASH,Workforce,2028,136286.0630127694
R,"Arts, entertainment and recreation",Ash Shargiyah,ASH,Workforce,2028,9197.373550838489
S,Other service activities,Ash Shargiyah,ASH,Workforce,2028,63599.293798948114
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Ash Shargiyah,ASH,Workforce,2028,360468.1592608644
U,Activities of extraterritorial organizations and bodies,Ash Shargiyah,ASH,Workforce,2028,2823.4941412849175
V,Undefined,Ash Shargiyah,ASH,Workforce,2028,25772.185134144725
A,"Agriculture, forestry and fishing",Ash Shargiyah,ASH,Investments,2028,113.88659648767111
B,Mining and Quarrying,Ash Shargiyah,ASH,Investments,2028,3848.620496522212
C,Manufacturing,Ash Shargiyah,ASH,Investments,2028,38456.1054741461
D,"Electricity, gas, steam and air conditioning supplies",Ash Shargiyah,ASH,Investments,2028,2794.3382564309045
E,"Water supply; sewerage, waste management and remediation activities",Ash Shargiyah,ASH,Investments,2028,1515.6421771879047
F,Construction,Ash Shargiyah,ASH,Investments,2028,7270.119053352008
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Ash Shargiyah,ASH,Investments,2028,15680.59187900166
H,Transportation and Storage,Ash Shargiyah,ASH,Investments,2028,18135.4135450956
I,Accommodation and food services activities,Ash Shargiyah,ASH,Investments,2028,2064.4882197628217
J,Information and Communication,Ash Shargiyah,ASH,Investments,2028,4117.675675041218
K,Financial and Insurance Activities,Ash Shargiyah,ASH,Investments,2028,13932.274268020645
L,Real Estate Activities,Ash Shargiyah,ASH,Investments,2028,9776.912232554025
M,"Professional, Scientific and Technical Activities",Ash Shargiyah,ASH,Investments,2028,2468.5893178551682
N,Administrative and Support Service Activities,Ash Shargiyah,ASH,Investments,2028,1480.7944449075808
O,"Public administration, defense and compulsory social security",Ash Shargiyah,ASH,Investments,2028,6.32998447496983
